x,y
17.40043148597429,6.336501337258966
6.306253805724609,9.217336849216215
11.565798192277013,10.995720788310999
8.988528932740898,9.860418602578621
15.646381367978874,11.47677861006648
2.5823039921991136,17.111773722396265
7.342968775041356,3.8392769889999476
13.164491073715244,6.97067430112571
8.105718116035149,9.972774521097783
11.685947248728585,8.011162911588762
12.997022897388108,11.394735049458255
11.291564936652675,7.440310320467763
10.283267120704604,10.650581592716765
10.653375226375838,10.92272453904928
8.328948589011237,11.483324385585334
7.651740923408253,10.826155114396576
13.29771732954433,9.95895821023199
10.703009700849435,16.20868474765865
7.7443948673186345,10.295701576425916
10.339776851401774,9.43159318000323
7.8579434595697375,8.498594247541186
15.584732081899197,8.270387009611616
8.747980181635612,8.14138961571164
7.8311094718822085,13.583280195842729
4.675474595155903,11.79174456426793
9.302806442806832,14.032990708036186
9.760702181530416,13.885055553113958
5.024305869350796,10.39806599850767
7.810316885148409,7.785958476201891
7.173933548565153,8.544515935203691
10.350049931386488,8.100499516407858
8.33204289321733,11.287436606068898
8.665480285253036,9.071909547035684
8.835512118473538,8.0448065246475
9.663727106554777,10.792722088003487
11.149079276308674,5.715330940969313
4.366687692597012,11.087553911366234
16.439349127135543,7.689979107313368
12.01587185657004,7.1184508081791655
14.869909598834465,7.766547380511939
10.611312153370857,7.415948011846296
9.383212863041782,4.403020442321143
11.727992859587593,18.20463174853422
6.44295930307245,13.649586698938542
9.007987076848815,15.659131658684187
6.839352113249664,9.288968050477127
13.822513575653261,14.147209144498538
12.947706405351601,11.73974126934531
11.253012307448017,8.631861325069776
16.513291967629193,13.761725741155601
3.7279118956109736,5.108928921666621
7.91639931180554,11.025147512406706
15.75269768272151,12.317118300580363
9.02822020258386,14.32082370241157
9.477926474039679,7.187696864227766
11.157033672591615,10.248820810495399
5.626872550328642,10.73615142553629
11.672581556594492,8.896515088205312
10.313134379960564,4.0064361547211185
12.847815983531715,12.762033416755795
12.890276035714447,12.482329088989786
10.949656991020028,12.307995066620933
6.260734425361393,7.97414968782955
5.711829007037994,7.589189385457773
12.803024018103539,7.1423299170049415
7.3588731290696625,13.241551996302874
9.5572197446244,6.29641781624369
8.475622816377044,10.880895312168938
10.444098285273741,9.998537307591084
11.972924258660061,7.282932487706667
10.95590585680859,8.960682562582075
12.889530705448772,13.577075124178576
5.262982948383129,6.462370390289134
10.112481154512865,10.04792742997974
16.64681506391971,9.467553150510833
9.14741888570694,5.687952273443474
13.03897287969449,11.095575755351755
7.274813917920484,8.204388196982393
7.069826429482962,14.453828483684257
7.689163455702096,8.235712152124304
12.416807859020157,8.516588442960197
12.128630488542402,9.580744505610207
14.430699347809503,8.30473481664899
9.442518072319267,14.535731212401888
6.668495245770584,11.132871352919413
14.50803602264777,8.87653634645292
12.062619645209114,10.506562229016051
11.733339435431297,9.53725164965444
12.041083914671256,10.69260133517928
13.803030146000824,5.482537941381955
13.355368043715043,2.468803017227211
8.863988429718775,9.996090920802192
13.736965641936097,10.701066797683298
18.35640595560676,10.097430287415234
5.8968237409786735,11.484572328667504
16.324346763268665,8.191020426768103
16.173162362428805,9.064970213873892
9.06562015114954,15.919195244490824
11.830439223844188,11.43700622021769
9.970638002351066,12.29971008296448
12.832289281129736,9.934388499419494
11.285855970697078,4.908169851321373
11.076196549991352,11.406857697668164
10.411779461696966,14.380650530645266
11.94561473089756,10.203857769262871
11.877200766432276,3.898539007717968
8.381844747942049,12.976993982903723
7.351797576975822,7.412117534808674
7.513927711725068,13.853994053178388
7.122230400037125,5.425500877810709
9.02349518247063,10.441018201868548
7.240736430138595,6.087444076694375
9.940144956674343,10.589566265664779
16.181258264244374,10.124199981547523
7.067214825705918,12.830674264954304
5.899787488158908,6.604600218581023
7.625798891745329,9.19174945986418
5.968300658275419,9.349032764570328
10.147956167912646,11.089820198419458
9.506486379428113,7.668108879841417
